Code,Title,Time,Location,Professor,Size,Days,Lecture
BL ST   127,Black Women Writers,2:00pm - 3:15pm,GIRV 2119,BLOMGREN O L,40 / 40,T R,['y']
BL ST   131,Race and Public Policy,5:00pm - 6:15pm,NH   1105,GALICIA M G,64 / 65,M W,['y']
BL ST   136,Black Feminist Thought,2:00pm - 3:15pm,NH   1105,MINGO A,62 / 65,M W,['y']
BL ST   142,Music in African-American Cultures: U.S.A.,3:30pm - 4:45pm,PHELP1425,BLAKE G K,62 / 65,T R,['y']
BL ST   147PL,Performance of Literature,11:00am - 12:15pm,TD-W 2600,BATISTE S L,17 / 30,M W,['y']
BL ST   155,Dreams and Conflicts: Black Visual Culture,12:30pm - 1:45pm,PSYCH1902,STEWART J C,63 / 65,T R,['y']
BL ST   172,Contemporary Black Cinema,9:30 am - 10:45am,ED   1213,AKUDINOBI J,59 / 60,T R,['y']
BL ST   172,Contemporary Black Cinema,5:00pm - 7:50pm,PHELP1160,Messages:,59 / 60,W,['n']
BL ST   174,From Plantations to Prisons,6:30pm - 7:45pm,NH   1105,GALICIA M G,64 / 65,M W,['y']
BL ST   180,Junior Proseminar in Black Studies Methodologies and Critical Thinking,9:30 am - 10:45am,SH   3707,DURAN J M,30 / 25,W F,['y']
BL ST   193PR,Seminars in Black Studies,3:00pm - 5:50pm,PHELP1425,LIPSITZ G R,19 / 20,W,['n']
